 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Masc
Período:2015
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"A02   Outr infecc p/Salmonella";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;3
"A04   Outr infecc intestinais bacter";-;-;2;-;-;-;-;-;-;1;2;1;-;-;2;1;3;5;5;7;-;29
"A05   Outr intox alimentares bacter NCOP";-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;4
"A06   Amebiase";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;3;-;5
"A08   Infecc intestinais virais outr e as NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;2;-;6
"A09   Diarreia e gastroenterite orig infecc presum";-;1;29;7;1;-;3;1;2;3;-;3;10;10;11;20;25;18;27;100;-;271
"A15   Tuberc respirat c/conf bacteriol e histolog";-;-;-;-;-;-;1;3;4;2;5;8;11;13;13;6;8;3;1;6;-;84
"A16   Tuberc vias respirat s/conf bacter histol";-;-;-;-;1;1;1;14;15;32;31;47;69;74;68;42;40;32;21;31;11;530
"A17   Tuberc do sist nervoso";-;-;-;-;-;-;-;1;1;-;1;1;-;1;1;-;-;1;-;-;-;7
"A18   Tuberc de outr orgaos";-;-;-;-;-;-;-;-;1;-;2;2;2;1;1;1;1;-;-;2;-;13
"A19   Tuberc miliar";-;-;-;-;-;-;1;4;1;2;4;2;3;4;6;8;3;1;1;1;1;42
"A21   Tularemia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"A23   Brucelose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"A25   Febres transm p/mordedura de rato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"A26   Erisipeloide";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;-;4
"A27   Leptospirose";-;-;-;-;-;-;4;2;4;1;4;8;6;2;5;2;3;6;3;-;1;51
"A30   Hanseniase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"A31   Infecc dev outr micobacterias";-;-;-;-;-;-;-;-;1;-;-;1;1;4;3;-;4;4;2;3;-;23
"A32   Listeriose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"A35   Outr tipos de tetano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
"A37   Coqueluche";-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"A39   Infecc meningogocica";-;-;5;7;-;3;3;-;3;2;1;1;-;-;-;1;-;1;-;-;-;27
"A40   Septicemia estreptococica";-;-;-;-;-;1;-;1;-;-;1;-;1;1;1;-;2;1;2;5;-;16
"A41   Outr septicemias";-;-;66;10;6;5;11;10;12;25;36;47;61;87;93;137;168;192;182;436;4;1588
"A42   Actinomicose";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;3
"A43   Nocardiose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"A44   Bartonelose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"A46   Erisipela";-;-;-;-;-;-;1;-;-;-;3;9;5;16;12;18;16;15;19;52;-;166
"A48   Outr doenc bacter NCOP";-;-;1;1;-;-;1;1;-;-;-;6;1;6;4;5;6;8;14;16;-;70
"A49   Infecc bacter de localiz NE";-;-;-;1;-;-;-;-;-;-;-;-;-;2;1;-;1;-;1;1;-;7
"A50   Sifilis congen";7;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"A52   Sifilis tard";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
"A53   Outr form e as NE da sifilis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
"A63   Outr doenc de transm predom sexual NCOP";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"A69   Outr infecc p/espiroquetas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2
"A77   Febre maculosa";-;-;-;2;1;1;3;3;2;1;1;3;2;2;3;2;1;2;-;-;-;29
"A81   Infecc p/virus atipicos sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;-;-;1;-;6
"A86   Encefalite viral NE";-;-;-;-;2;2;1;1;3;-;3;1;1;-;2;1;1;3;1;2;-;24
"A87   Meningite viral";-;-;-;-;-;-;-;-;2;-;1;1;-;-;-;1;-;1;2;-;-;8
"A89   Infecc virais NE do sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"A90   Dengue";-;-;-;1;-;2;1;-;2;7;2;8;10;8;5;8;15;12;25;47;-;153
"A91   Febre hemorragica dev virus do dengue";-;-;1;-;-;2;2;-;3;3;2;4;-;2;6;3;6;8;4;11;-;57
"A92   Outr febres virais transm p/mosquitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A98   Outr febres hemorragicas p/virus NCOP";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;-;-;-;-;4
"A99   Febres hemorragicas virais NE";-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"B00   Infecc p/virus do herpes";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;5;-;7
"B01   Varicela";-;-;1;3;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;7
"B02   Herpes zoster";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;2;2;-;7
"B15   Hepatite aguda A";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"B16   Hepatite aguda B";-;-;-;-;-;-;-;-;-;-;-;3;3;5;1;-;4;1;2;-;-;19
"B17   Outr hepatites virais agudas";-;-;-;-;-;-;-;-;-;-;1;2;3;14;4;5;3;-;1;2;-;35
"B18   Hepatite viral cronica";-;-;-;-;-;-;-;-;-;5;13;25;52;80;96;78;46;30;11;24;-;460
"B19   Hepatite viral NE";-;-;-;1;-;1;1;-;-;1;1;1;5;1;1;1;2;1;1;-;-;18
"B20   Doenc p/HIV result doenc infecc e parasit";-;-;-;-;-;2;7;40;103;161;158;211;223;168;109;68;29;17;11;7;5;1319
"B21   Doenc p/HIV result em neopl malig";-;-;-;-;-;-;-;2;4;4;4;7;4;13;5;3;1;2;-;-;-;49
