 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Masc
Período:2013
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"A02   Outr infecc p/Salmonella";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"A04   Outr infecc intestinais bacter";-;-;3;-;-;-;-;-;-;-;-;1;2;2;4;1;-;2;1;5;-;21
"A05   Outr intox alimentares bacter NCOP";-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;1;-;-;5
"A06   Amebiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;4
"A07   Outr doenc intestinais p/protozoarios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A08   Infecc intestinais virais outr e as NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;4
"A09   Diarreia e gastroenterite orig infecc presum";-;4;20;7;2;1;2;1;-;1;5;4;8;7;17;14;14;15;39;63;-;224
"A15   Tuberc respirat c/conf bacteriol e histolog";-;-;-;-;-;-;1;4;9;7;10;15;18;18;21;13;5;12;8;6;-;147
"A16   Tuberc vias respirat s/conf bacter histol";-;-;-;-;-;1;2;15;13;39;30;45;53;61;62;52;35;17;22;26;6;479
"A17   Tuberc do sist nervoso";-;-;-;-;-;-;-;2;-;-;2;1;-;2;1;1;1;-;2;-;-;12
"A18   Tuberc de outr orgaos";-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;1;1;-;1;-;6
"A19   Tuberc miliar";-;-;-;-;-;1;1;3;4;3;7;3;6;9;10;3;4;1;-;3;1;59
"A26   Erisipeloide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;3
"A27   Leptospirose";-;-;-;-;-;1;3;4;4;3;7;5;9;8;4;9;5;3;1;1;-;67
"A30   Hanseniase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;3;3;-;10
"A31   Infecc dev outr micobacterias";-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;4;1;1;1;6;-;17
"A35   Outr tipos de tetano";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;2;-;-;-;5
"A37   Coqueluche";-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"A39   Infecc meningogocica";-;-;6;9;7;6;8;7;5;5;4;5;2;4;2;1;1;-;-;1;-;73
"A40   Septicemia estreptococica";-;-;-;-;-;-;-;-;1;-;-;-;1;1;3;2;3;1;1;6;-;19
"A41   Outr septicemias";-;-;76;15;7;7;8;13;16;20;27;43;53;75;94;111;118;140;148;330;5;1306
"A42   Actinomicose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"A43   Nocardiose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2
"A44   Bartonelose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A46   Erisipela";-;-;-;-;-;-;2;-;-;1;2;8;8;13;12;18;15;14;25;41;-;159
"A48   Outr doenc bacter NCOP";1;-;-;-;1;1;1;1;-;-;1;1;1;1;-;3;3;5;2;16;-;38
"A49   Infecc bacter de localiz NE";-;1;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;1;-;3;-;9
"A50   Sifilis congen";4;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"A51   Sifilis precoce";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A52   Sifilis tard";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;-;4
"A53   Outr form e as NE da sifilis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"A54   Infecc gonococica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"A55   Linfogranuloma p/clamidia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A56   Outr infecc p/clamidias transm p/via sexual";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"A57   Cancro mole";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A69   Outr infecc p/espiroquetas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"A77   Febre maculosa";-;-;-;2;1;-;1;-;-;1;1;1;2;-;3;-;-;1;-;-;-;13
"A81   Infecc p/virus atipicos sist nervoso central";-;-;-;1;-;-;-;-;-;-;-;-;1;-;4;1;1;2;-;-;-;10
"A85   Outr encefalites virais NCOP";-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"A86   Encefalite viral NE";-;-;1;-;-;-;-;2;2;1;-;-;-;-;2;-;-;-;-;1;-;9
"A87   Meningite viral";-;-;2;-;-;1;-;1;-;2;1;2;1;1;1;1;1;-;-;1;-;15
"A90   Dengue";-;-;-;-;-;-;1;-;-;-;1;2;2;-;-;2;-;2;2;4;-;16
"A91   Febre hemorragica dev virus do dengue";-;-;1;-;-;1;2;-;-;2;1;-;3;3;2;2;2;2;3;3;-;27
"A94   Febre viral transm p/artropodes NE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"A98   Outr febres hemorragicas p/virus NCOP";-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;3
"A99   Febres hemorragicas virais NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"B00   Infecc p/virus do herpes";-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;3;-;-;1;-;-;8
"B01   Varicela";-;-;2;17;1;-;-;1;-;1;1;-;-;-;-;-;-;-;-;2;-;25
"B02   Herpes zoster";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2;-;-;3;-;7
"B15   Hepatite aguda A";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;2
"B16   Hepatite aguda B";-;-;-;-;-;-;-;2;-;2;-;-;-;1;4;2;1;5;-;1;-;18
"B17   Outr hepatites virais agudas";-;-;-;-;-;-;-;-;1;-;3;7;10;11;7;7;1;4;3;2;-;56
"B18   Hepatite viral cronica";-;-;-;-;-;-;-;-;-;6;19;20;62;79;79;78;36;35;25;15;-;454
"B19   Hepatite viral NE";-;-;1;-;1;-;-;-;-;1;1;3;4;5;2;1;1;1;2;2;-;25
"B20   Doenc p/HIV result doenc infecc e parasit";-;-;2;-;2;1;7;42;102;146;197;234;243;163;79;69;33;14;7;7;3;1351
"B21   Doenc p/HIV result em neopl malig";-;-;-;-;-;-;-;2;6;3;5;6;15;6;5;3;-;-;1;-;-;52
"B22   Doenc p/HIV result em outr doenc espec";-;-;-;-;-;-;2;9;17;31;29;36;34;26;24;8;10;1;-;-;-;227
"B23   Doenc p/HIV result em outr doenc";-;-;-;-;-;-;-;2;2;-;3;2;2;2;-;-;-;-;-;1;-;14
"B24   Doenc p/HIV NE";-;-;-;-;-;-;-;4;12;18;25;30;33;27;14;3;10;3;4;-;-;183
"B25   Doenc p/citomegalovirus";-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;2;-;-;-;-;-;5
"B27   Mononucleose infecc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B33   Outr doenc p/virus NCOP";-;-;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;4
"B34   Doenc p/virus de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"B37   Candidiase";-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;3;1;2;3;-;13
"B38   Coccidioidomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"B39   Histoplasmose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;3
