 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Masc
Período:2011
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"A02   Outr infecc p/Salmonella";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"A04   Outr infecc intestinais bacter";-;-;2;1;-;-;-;-;-;-;-;-;-;-;2;-;4;4;2;4;-;19
"A05   Outr intox alimentares bacter NCOP";-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;4
"A06   Amebiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A08   Infecc intestinais virais outr e as NE";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;6;4;-;2;-;15
"A09   Diarreia e gastroenterite orig infecc presum";-;1;20;10;-;2;2;-;1;3;5;6;4;8;7;11;15;16;23;57;-;191
"A15   Tuberc respirat c/conf bacteriol e histolog";-;-;-;-;-;-;2;4;4;3;4;7;15;12;18;5;5;4;7;3;1;94
"A16   Tuberc vias respirat s/conf bacter histol";-;-;3;2;-;-;3;8;17;23;33;42;59;77;61;50;34;33;21;25;5;496
"A17   Tuberc do sist nervoso";-;-;-;-;-;-;-;4;1;1;5;-;2;-;-;-;1;-;-;2;-;16
"A18   Tuberc de outr orgaos";-;-;-;-;-;-;-;1;-;1;1;-;2;1;2;-;2;3;3;2;-;18
"A19   Tuberc miliar";-;-;-;-;-;-;-;2;2;2;1;6;6;5;6;2;1;-;2;2;-;37
"A21   Tularemia";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"A26   Erisipeloide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;3
"A27   Leptospirose";-;-;-;-;-;1;2;4;9;3;9;7;11;7;8;3;2;1;-;-;-;67
"A30   Hanseniase";-;-;-;-;-;-;-;-;-;1;-;-;2;1;2;-;2;1;1;2;-;12
"A31   Infecc dev outr micobacterias";-;-;-;-;-;-;-;1;1;-;-;1;3;2;-;1;-;-;1;1;-;11
"A35   Outr tipos de tetano";-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;2;-;-;5
"A37   Coqueluche";-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"A39   Infecc meningogocica";-;-;5;15;13;5;16;9;5;8;4;5;5;4;6;6;1;1;-;-;-;108
"A40   Septicemia estreptococica";-;-;-;2;-;-;-;-;1;-;-;-;1;1;-;1;1;1;3;5;-;16
"A41   Outr septicemias";-;-;77;26;7;10;5;14;25;20;28;37;59;81;99;113;115;114;144;308;5;1287
"A42   Actinomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A43   Nocardiose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
"A46   Erisipela";-;-;-;-;-;-;-;-;2;1;-;4;12;9;16;13;15;20;21;20;-;133
"A48   Outr doenc bacter NCOP";-;-;-;-;-;-;1;-;-;1;-;1;-;2;4;6;2;4;2;8;-;31
"A49   Infecc bacter de localiz NE";-;-;1;-;1;-;-;-;-;-;-;-;-;3;-;-;2;-;1;3;-;11
"A50   Sifilis congen";2;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"A52   Sifilis tard";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;3
"A53   Outr form e as NE da sifilis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"A56   Outr infecc p/clamidias transm p/via sexual";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A63   Outr doenc de transm predom sexual NCOP";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"A69   Outr infecc p/espiroquetas";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2
"A77   Febre maculosa";-;-;-;-;1;-;-;1;-;2;-;-;1;1;4;2;-;1;-;-;-;13
"A81   Infecc p/virus atipicos sist nervoso central";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;4;-;1;-;-;-;7
"A84   Encefalite p/virus transm p/carrapatos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"A85   Outr encefalites virais NCOP";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"A86   Encefalite viral NE";-;-;1;-;1;1;2;-;1;1;-;1;2;1;-;1;-;2;-;1;-;15
"A87   Meningite viral";-;-;1;-;-;-;-;-;1;-;1;-;3;-;-;1;-;-;-;-;-;7
"A89   Infecc virais NE do sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"A90   Dengue";-;-;1;-;-;1;-;-;1;-;1;-;1;-;-;1;-;3;3;1;-;13
"A91   Febre hemorragica dev virus do dengue";-;-;-;1;-;-;1;-;2;-;1;2;1;1;-;1;1;-;-;1;-;12
"A98   Outr febres hemorragicas p/virus NCOP";-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;1;-;-;1;-;-;5
"A99   Febres hemorragicas virais NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"B00   Infecc p/virus do herpes";-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;1;-;-;1;2;-;7
"B01   Varicela";-;-;3;7;3;2;1;-;1;-;-;-;1;-;1;-;-;-;-;-;-;19
"B02   Herpes zoster";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;4;-;8
