 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Masc
Período:2017
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"A03   Shiguelose";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"A04   Outr infecc intestinais bacter";-;-;6;1;-;-;-;1;-;-;-;2;-;-;3;1;4;5;7;7;-;37
"A05   Outr intox alimentares bacter NCOP";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"A06   Amebiase";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;3
"A08   Infecc intestinais virais outr e as NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;1;-;5
"A09   Diarreia e gastroenterite orig infecc presum";-;1;15;7;2;-;-;-;1;1;2;4;8;8;7;18;19;27;29;105;-;254
"A15   Tuberc respirat c/conf bacteriol e histolog";-;-;-;1;-;-;-;2;6;5;9;14;14;12;19;17;7;10;11;3;-;130
"A16   Tuberc vias respirat s/conf bacter histol";-;-;-;-;-;1;3;11;15;28;33;37;59;62;62;58;34;26;26;28;15;498
"A17   Tuberc do sist nervoso";-;-;-;-;1;-;-;1;2;2;2;2;1;2;-;3;2;-;-;-;-;18
"A18   Tuberc de outr orgaos";-;-;-;-;-;-;-;1;2;1;2;1;1;1;1;1;-;-;1;2;-;14
"A19   Tuberc miliar";-;-;-;-;-;-;1;2;3;4;3;5;2;5;4;3;2;3;4;2;-;43
"A26   Erisipeloide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
"A27   Leptospirose";-;-;-;-;1;1;-;3;2;5;3;6;7;5;6;4;4;2;-;-;-;49
"A30   Hanseniase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;4
"A31   Infecc dev outr micobacterias";-;-;-;-;-;-;-;1;2;-;-;4;1;2;4;2;3;1;1;8;-;29
"A32   Listeriose";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"A35   Outr tipos de tetano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"A37   Coqueluche";-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"A39   Infecc meningogocica";-;-;1;7;3;1;2;5;1;2;2;1;2;2;3;1;1;-;-;-;-;34
"A40   Septicemia estreptococica";-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;3;2;7;-;15
"A41   Outr septicemias";-;-;57;13;3;5;17;19;22;21;42;48;65;83;114;149;199;207;199;499;3;1765
"A42   Actinomicose";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;2
"A43   Nocardiose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"A44   Bartonelose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A46   Erisipela";-;-;-;-;-;-;-;-;-;2;3;-;8;9;15;25;20;18;20;55;-;175
"A48   Outr doenc bacter NCOP";-;1;-;-;-;1;-;1;-;-;-;1;-;1;6;4;5;5;4;15;-;44
"A49   Infecc bacter de localiz NE";-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;1;2;1;1;4;-;12
"A50   Sifilis congen";10;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"A51   Sifilis precoce";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"A52   Sifilis tard";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;2;-;-;2;-;-;7
"A53   Outr form e as NE da sifilis";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"A54   Infecc gonococica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A56   Outr infecc p/clamidias transm p/via sexual";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2
"A69   Outr infecc p/espiroquetas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"A77   Febre maculosa";-;-;-;1;-;-;-;1;1;3;1;1;1;1;2;-;1;-;-;-;-;13
"A81   Infecc p/virus atipicos sist nervoso central";-;-;-;-;-;-;-;2;-;-;-;1;-;2;1;1;1;1;-;-;-;9
"A85   Outr encefalites virais NCOP";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;2
"A86   Encefalite viral NE";-;-;-;-;2;2;1;1;1;4;-;4;2;-;2;3;4;-;1;1;-;28
"A87   Meningite viral";-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;1;1;1;-;1;-;8
"A89   Infecc virais NE do sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"A90   Dengue";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;2;-;5
"A91   Febre hemorragica dev virus do dengue";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;-;-;-;-;4
"A94   Febre viral transm p/artropodes NE";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
"A95   Febre amarela";-;-;-;-;-;-;-;-;-;-;1;1;3;-;1;-;1;-;1;-;-;8
"A99   Febres hemorragicas virais NE";-;-;-;-;-;-;-;-;-;2;-;1;-;1;1;3;2;-;1;-;-;11
"B00   Infecc p/virus do herpes";-;-;1;1;-;-;-;-;-;1;-;-;2;-;2;2;1;2;1;3;-;16
"B01   Varicela";-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;5
"B02   Herpes zoster";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;3;-;9
"B05   Sarampo";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B06   Rubeola";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"B15   Hepatite aguda A";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"B16   Hepatite aguda B";-;-;-;-;-;-;-;-;1;1;1;2;1;1;4;4;2;1;3;1;-;22
"B17   Outr hepatites virais agudas";-;-;-;-;-;-;-;-;-;-;1;1;7;5;9;6;2;5;1;1;-;38
"B18   Hepatite viral cronica";-;-;-;-;-;-;-;-;-;3;1;18;38;69;67;59;55;30;11;13;-;364
"B19   Hepatite viral NE";-;-;-;-;-;-;-;1;3;1;1;2;4;6;3;5;3;4;-;1;-;34
"B20   Doenc p/HIV result doenc infecc e parasit";-;-;1;-;1;-;4;55;80;118;144;146;161;176;111;61;49;23;15;5;3;1153
"B21   Doenc p/HIV result em neopl malig";-;-;-;-;-;-;1;1;9;5;8;10;6;8;2;4;-;1;-;-;-;55
"B22   Doenc p/HIV result em outr doenc espec";-;-;-;-;-;-;1;6;10;18;16;19;19;24;17;13;7;8;1;2;1;162
"B23   Doenc p/HIV result em outr doenc";-;-;-;-;-;-;-;-;1;-;-;1;-;3;2;1;-;-;-;-;-;8
"B24   Doenc p/HIV NE";-;-;-;-;1;-;-;4;9;9;19;17;21;25;19;11;4;6;1;1;2;149
"B25   Doenc p/citomegalovirus";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;4
"B26   Caxumba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B33   Outr doenc p/virus NCOP";-;-;-;1;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;1;5
"B34   Doenc p/virus de localiz NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;-;-;-;4
"B37   Candidiase";-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;3;3;-;10
"B38   Coccidioidomicose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"B39   Histoplasmose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
"B40   Blastomicose";-;-;-;-;-;-;-;-;-;-;-;2;-;1;2;-;1;-;2;1;-;9
"B41   Paracoccidioidomicose";-;-;-;1;-;-;-;2;1;-;1;1;-;1;2;4;2;1;1;1;-;18
"B43   Cromomicose e abscesso feomicotico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"B44   Aspergilose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3;-;-;1;-;7
"B45   Criptococose";-;-;-;-;-;-;-;-;5;3;1;2;1;-;-;2;2;3;-;-;-;19
"B46   Zigomicose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"B49   Micose NE";-;-;3;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;6
"B55   Leishmaniose";-;-;-;-;-;-;-;-;2;-;1;1;-;-;1;2;-;1;1;-;-;9
"B57   Doenc de Chagas";-;-;-;-;-;-;-;1;1;-;3;13;26;37;46;65;75;68;78;106;-;519
"B58   Toxoplasmose";-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;-;-;-;-;4
"B59   Pneumocistose";-;-;-;-;-;-;-;-;-;3;-;1;-;2;1;1;-;-;-;-;-;8
"B65   Esquistossomose";-;-;-;-;-;-;-;-;-;-;1;1;5;2;6;6;6;4;1;-;-;32
"B69   Cisticercose";-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;1;1;1;-;-;-;7
"B74   Filariose";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"B87   Miiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;3;-;1;-;9
"B90   Sequelas de tuberc";-;-;-;-;-;-;-;-;-;2;1;2;4;3;7;4;5;1;8;2;-;39
"B91   Sequelas de poliomielite";-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;1;-;5
"B92   Sequelas de hanseniase";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-;-;-;-;-;-;1;-;-;-;-;3;1;1;-;-;1;2;2;-;11
"B99   Doenc infecc outr e as NE";-;-;1;-;-;-;-;-;-;-;-;-;2;-;1;-;-;1;1;3;-;9
"C00   Neopl malig do labio";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;-;4;3;-;11
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;-;-;1;3;11;20;19;32;32;11;4;7;-;140
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;-;1;1;7;26;39;54;46;45;27;17;19;-;282
"C03   Neopl malig da gengiva";-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;1;1;-;1;1;-;9
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;-;-;-;-;-;1;2;6;11;14;8;10;2;1;-;55
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;-;1;6;12;16;7;6;10;4;4;-;66
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;1;1;-;3;8;27;34;37;26;23;15;22;1;198
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;-;-;-;-;1;2;3;1;3;5;7;8;10;13;-;53
