 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Período:2016
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"A04   Outr infecc intestinais bacter";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;3
"A05   Outr intox alimentares bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"A09   Diarreia e gastroenterite orig infecc presum";-;-;-;1;-;-;-;-;-;-;-;1;-;2;2;-;2;4;-;9;-;21
"A16   Tuberc vias respirat s/conf bacter histol";-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;3;1;1;-;2;-;10
"A27   Leptospirose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2
"A35   Outr tipos de tetano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A39   Infecc meningogocica";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"A40   Septicemia estreptococica";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"A41   Outr septicemias";-;-;6;1;-;-;-;-;1;-;1;1;1;1;6;7;6;7;11;28;-;77
"A46   Erisipela";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;2;6;-;11
"A48   Outr doenc bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;2;3;-;8
"A49   Infecc bacter de localiz NE";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"A50   Sifilis congen";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"A98   Outr febres hemorragicas p/virus NCOP";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"B00   Infecc p/virus do herpes";-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;1;1;-;5
"B02   Herpes zoster";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B18   Hepatite viral cronica";-;-;-;-;-;-;-;-;-;-;-;1;2;5;3;8;3;3;3;1;-;29
"B20   Doenc p/HIV result doenc infecc e parasit";-;-;-;-;-;-;-;1;2;5;6;6;8;13;5;5;3;1;1;1;-;57
"B21   Doenc p/HIV result em neopl malig";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2
"B22   Doenc p/HIV result em outr doenc espec";-;-;-;-;-;-;-;-;-;1;2;1;-;1;1;1;-;-;-;-;-;7
"B24   Doenc p/HIV NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;3
"B27   Mononucleose infecc";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B40   Blastomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"B41   Paracoccidioidomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"B45   Criptococose";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;2
"B55   Leishmaniose";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"B57   Doenc de Chagas";-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;1;5;3;11;-;24
"B65   Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"B90   Sequelas de tuberc";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;-;-;4
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;2;1;-;1;-;-;7
"C03   Neopl malig da gengiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;3
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;-;-;-;4
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"C09   Neopl malig da amigdala";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;-;-;4
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;4;-;1;3;-;11
"C11   Neopl malig da nasofaringe";-;-;-;-;-;-;1;-;-;-;-;-;1;1;2;-;1;-;-;-;-;6
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;1;-;4
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;-;-;4
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;-;-;1;-;2;7;5;9;9;6;3;4;-;46
"C16   Neopl malig do estomago";-;-;-;-;-;-;-;-;-;-;1;-;7;4;9;12;10;11;15;27;-;96
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;1;-;1;-;-;6
"C18   Neopl malig do colon";-;-;-;-;-;-;-;-;-;-;3;3;2;6;8;11;14;23;10;25;-;105
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;1;-;1;-;-;8
"C20   Neopl malig do reto";-;-;-;-;-;-;-;-;-;1;-;1;5;2;1;5;3;4;5;6;-;33
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;4
"C22   Neopl malig figado vias biliares intra-hepat";-;-;-;-;-;-;-;-;-;-;1;-;1;6;11;7;10;17;8;21;-;82
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;2;-;-;6
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;3;3;-;9
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;-;-;-;-;1;4;4;8;10;20;18;9;15;-;89
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;3;2;1;10;-;21
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;-;1;-;1;5;10;3;5;3;2;4;-;34
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;-;-;-;-;-;-;-;3;4;14;16;22;25;25;25;26;-;160
"C37   Neopl malig do timo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"C40   Neopl malig ossos/cartilag artic membros";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;3
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;-;-;-;-;3;-;2;2;1;-;4;3;6;-;21
"C44   Outr neopl malig da pele";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;2;-;5
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;2;1;-;2;-;8
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;2;-;-;1;-;7
"C50   Neopl malig da mama";-;-;-;-;-;-;-;-;1;1;4;8;7;11;16;9;6;8;6;21;-;98
"C52   Neopl malig da vagina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
