 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Período:2018
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"A04   Outr infecc intestinais bacter";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"A08   Infecc intestinais virais outr e as NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A09   Diarreia e gastroenterite orig infecc presum";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;3;9;-;17
"A15   Tuberc respirat c/conf bacteriol e histolog";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"A16   Tuberc vias respirat s/conf bacter histol";-;-;-;-;-;-;-;-;2;1;-;2;1;2;2;4;-;-;-;1;-;15
"A19   Tuberc miliar";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2
"A40   Septicemia estreptococica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A41   Outr septicemias";-;-;2;1;-;1;-;-;3;2;1;2;3;3;2;7;6;9;14;25;-;81
"A46   Erisipela";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;2;7;-;14
"A48   Outr doenc bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;7;-;10
"A49   Infecc bacter de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A77   Febre maculosa";-;-;-;1;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;4
"A81   Infecc p/virus atipicos sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"A86   Encefalite viral NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A98   Outr febres hemorragicas p/virus NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"B00   Infecc p/virus do herpes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
