 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Período:2014
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"A08   Infecc intestinais virais outr e as NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A09   Diarreia e gastroenterite orig infecc presum";-;-;1;-;-;-;-;-;-;-;-;1;-;-;2;-;-;1;2;14;-;21
"A15   Tuberc respirat c/conf bacteriol e histolog";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"A16   Tuberc vias respirat s/conf bacter histol";-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;2;-;2;-;7
"A27   Leptospirose";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"A31   Infecc dev outr micobacterias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"A37   Coqueluche";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"A39   Infecc meningogocica";-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"A41   Outr septicemias";-;-;2;2;1;-;2;-;-;-;1;1;1;5;3;7;3;5;13;22;-;68
"A46   Erisipela";-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;2;-;1;1;4;-;11
"A49   Infecc bacter de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A77   Febre maculosa";-;-;-;-;-;1;-;-;-;-;-;1;-;1;1;-;1;-;-;-;-;5
"A81   Infecc p/virus atipicos sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"A86   Encefalite viral NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2
"A90   Dengue";-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;4;-;-;2;-;10
"B01   Varicela";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B02   Herpes zoster";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"B16   Hepatite aguda B";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2
"B18   Hepatite viral cronica";-;-;-;-;-;-;-;-;-;-;1;-;6;8;7;6;5;1;-;1;-;35
"B19   Hepatite viral NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"B20   Doenc p/HIV result doenc infecc e parasit";-;-;-;-;-;-;1;-;2;2;12;7;15;6;4;2;-;1;-;1;-;53
"B21   Doenc p/HIV result em neopl malig";-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;3
"B22   Doenc p/HIV result em outr doenc espec";-;-;-;-;-;-;-;-;-;-;1;3;3;3;2;-;-;-;-;-;-;12
"B24   Doenc p/HIV NE";-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;1;2;-;-;-;-;7
"B27   Mononucleose infecc";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"B40   Blastomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"B41   Paracoccidioidomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"B57   Doenc de Chagas";-;-;-;-;-;-;-;-;-;-;1;1;-;1;3;-;5;4;1;4;-;20
"B59   Pneumocistose";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"B65   Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"B90   Sequelas de tuberc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"B94   Sequelas de outr doenc infecc e parasit e NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;1;-;-;-;5
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;2;2;-;8
"C03   Neopl malig da gengiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;-;-;1;1;-;7
"C07   Neopl malig da gland parotida";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"C10   Neopl malig da orofaringe";-;-;-;-;-;-;-;-;-;-;-;2;-;2;1;2;2;-;1;-;-;10
"C12   Neopl malig do seio piriforme";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"C13   Neopl malig da hipofaringe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2
"C14   Neop mal out loc mal def labio cav oral far";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;3;1;1;1;-;-;8
"C15   Neopl malig do esofago";-;-;-;-;-;-;-;-;-;-;-;-;5;4;5;7;1;5;4;2;-;33
"C16   Neopl malig do estomago";-;-;-;-;-;-;-;-;-;-;-;5;6;3;9;11;7;19;16;26;-;102
"C17   Neopl malig do intestino delgado";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;2;-;6
"C18   Neopl malig do colon";-;-;-;-;-;-;-;-;1;-;-;4;5;8;14;20;9;6;14;29;-;110
"C19   Neopl malig da juncao retossigmoide";-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;2;1;-;1;2;-;9
"C20   Neopl malig do reto";-;-;-;-;-;-;-;-;-;-;-;1;1;2;5;5;4;2;4;7;-;31
"C21   Neopl malig do anus e do canal anal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"C22   Neopl malig figado vias biliares intra-hepat";-;-;-;-;-;-;-;-;-;1;-;1;4;9;15;11;7;8;11;9;-;76
"C23   Neopl malig da vesicula biliar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;4
"C24   Neopl malig outr partes e NE vias biliares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;5;-;3;-;13
"C25   Neopl malig do pancreas";-;-;-;-;-;-;-;-;-;-;1;4;3;7;3;9;6;12;12;20;-;77
"C26   Neopl malig outr mal def aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;-;-;-;4;-;9
"C30   Neopl malig cavidade nasal e do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"C32   Neopl malig da laringe";-;-;-;-;-;-;-;-;-;-;1;-;-;6;8;3;3;5;4;3;-;33
"C34   Neopl malig dos bronquios e dos pulmoes";-;-;-;-;-;-;-;-;-;-;-;1;3;16;19;26;24;32;24;30;-;175
"C38   Neopl malig do coracao mediastino e pleura";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2;1;1;1;-;7
"C41   Neopl malig ossos/cartil artic outr loc e NE";-;-;-;-;1;1;1;-;1;-;1;-;-;-;-;-;-;1;1;2;-;9
"C43   Melanoma malig da pele";-;-;-;-;-;-;-;-;-;-;2;1;-;1;3;1;5;2;2;6;-;23
"C44   Outr neopl malig da pele";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;2;1;4;-;9
"C45   Mesotelioma";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"C47   Neopl malig nervos perif e sist nerv autonom";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"C48   Neopl malig tec moles retro- e peritonio";-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;4
"C49   Neopl malig tec conjuntivo e outr tec moles";-;-;-;-;-;-;-;-;-;1;1;1;1;-;1;-;-;-;-;3;-;8
"C50   Neopl malig da mama";-;-;-;-;-;-;-;-;-;3;4;4;7;13;13;15;14;12;10;18;-;113
"C51   Neopl malig da vulva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"C52   Neopl malig da vagina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"C53   Neopl malig do colo do utero";-;-;-;-;-;-;-;-;-;1;-;1;1;3;3;3;2;2;-;1;-;17
"C54   Neopl malig do corpo do utero";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;2;2;3;-;11
"C55   Neopl malig do utero porcao NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;4
"C56   Neopl malig do ovario";-;-;-;-;-;-;-;-;-;-;1;1;3;1;3;4;5;4;3;5;-;30
"C60   Neopl malig do penis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"C61   Neopl malig da prostata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;11;14;10;32;-;72
"C62   Neopl malig dos testiculos";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2
"C64   Neopl malig do rim exceto pelve renal";-;-;-;-;-;-;-;1;-;-;-;-;-;4;1;1;4;3;5;7;-;26
"C67   Neopl malig da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;5;4;7;8;7;-;34
"C69   Neopl malig do olho e anexos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"C71   Neopl malig do encefalo";-;-;-;1;1;1;1;-;1;2;4;1;4;5;6;7;8;11;6;7;-;66
"C72   Neop mal med esp nerv cran out sist nerv cen";-;-;-;-;1;-;-;1;-;-;1;-;1;3;1;1;1;1;2;2;-;15
"C73   Neopl malig da gland tireoide";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;-;4
"C74   Neopl malig da gland supra-renal";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"C75   Neopl malig outr gland endocrinas estr relac";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"C76   Neopl malig outr localiz e mal definidas";-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;1;3;3;2;4;-;18
"C78   Neopl malig secund org respirat e digestivos";-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;-;1;4;1;4;-;15
"C79   Neopl malig secund de outr localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
"C80   Neopl malig s/especificacao de localiz";-;-;-;-;-;-;-;-;-;1;2;1;2;1;2;7;5;6;6;9;-;42
"C81   Doenc de Hodgkin";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;3
"C83   Linfoma nao-Hodgkin difuso";-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;1;-;1;-;6
"C85   Linfoma nao-Hodgkin de outr tipos e tipo NE";-;-;-;-;1;-;3;-;1;1;-;-;-;4;3;4;8;2;8;6;-;41
"C90   Mieloma mult e neopl malig de plasmocitos";-;-;-;-;-;-;-;-;-;-;-;1;1;1;5;6;5;2;3;5;-;29
"C91   Leucemia linfoide";-;-;-;-;1;-;2;1;-;-;-;-;-;-;1;-;-;1;1;5;-;12
"C92   Leucemia mieloide";-;-;-;-;-;1;-;-;1;2;2;-;3;4;1;2;3;3;4;5;-;31
"C93   Leucemia monocitica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"C94   Outr leucemias de celulas de tipo espec";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"C95   Leucemia de tipo celular NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;1;-;6
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2
"D33   Neopl benig encef e out part sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"D46   Sindr mielodisplasicas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;6;-;10
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2;-;4
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"D57   Transt falciformes";-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;1;-;-;-;-;-;4
"D61   Outr anemias aplasticas";-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;1;1;-;6
"D64   Outr anemias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;3
"D68   Outr defeitos da coagulacao";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;1;-;4
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;3
"D70   Agranulocitose";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"D81   Defic imunitarias combinadas";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"D84   Outr imunodeficiencias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;3
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;3
"E04   Outr bocios nao-toxicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;3
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;-;-;2;1;1;1;8;5;3;4;11;-;36
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;-;1;2;2;3;3;4;6;17;18;15;28;54;-;153
"E16   Outr transt da secrecao pancreatica interna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"E27   Outr transt da gland supra-renal";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"E43   Desnutric proteico-calorica grave NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"E46   Desnutric proteico-calorica NE";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;2;3;2;28;-;38
"E66   Obesidade";-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;4;1;1;-;-;10
"E72   Outr disturbios metabolismo de aminoacidos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E75   Disturb metab esfingolip e outr depos lipid";-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"E76   Disturbios metabolismo do glicosaminoglicano";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;4;-;8
"E84   Fibrose cistica";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"E86   Deplecao de volume";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;5;-;6
"E87   Outr transt equil hidroeletr e acido-basic";-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;-;-;5;-;9
"E88   Outr disturbios metabolicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;-;1;2;-;3;2;3;1;1;-;-;-;-;13
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
"F31   Transt afetivo bipolar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"F32   Episodios depressivos";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"G00   Meningite bacter NCOP";-;-;2;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;-;-;6
"G03   Meningite dev outr causas e a causas NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"G04   Encefalite mielite e encefalomielite";-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;3
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"G09   Sequelas doenc inflam sist nerv centr";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"G11   Ataxia hereditaria";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;5;1;-;1;-;10
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;4;34;-;43
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;7;19;135;-;165
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;3;25;-;32
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"G40   Epilepsia";-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;1;-;5
"G41   Estado de mal epileptico";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G62   Outr polineuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G70   Miastenia gravis outr transt neuromusculares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"G71   Transt prim dos musculos";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"G72   Outr miopatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G80   Paralisia cerebral";-;-;-;1;-;4;1;-;3;-;-;-;-;-;-;2;-;-;-;-;-;11
"G90   Transt do sist nervoso autonomo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G91   Hidrocefalia";-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;4
"G93   Outr transt do encefalo";-;-;-;2;1;1;-;-;1;-;1;2;-;-;1;4;1;2;1;1;-;18
"G95   Outr doenc da medula espinal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I00   Febre reumatica s/mencao de compr do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;-;-;-;2;-;5;1;3;2;2;5;28;-;48
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;3;4;2;3;39;-;55
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;-;2;1;1;3;1;2;3;-;-;1;9;-;23
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;-;-;-;6;15;18;32;44;71;65;93;87;89;188;-;708
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;-;3;-;7
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;-;-;-;-;2;-;2;9;8;13;19;15;53;-;121
"I26   Embolia pulmonar";-;-;-;-;-;-;2;-;1;-;-;-;2;2;2;6;3;7;5;15;-;45
"I27   Outr form de doenc cardiaca pulmonar";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;3;-;6
"I31   Outr doenc do pericardio";-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"I33   Endocardite aguda e subaguda";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;1;-;-;4
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;2;1;2;2;-;10
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;1;3;10;-;19
"I37   Transt da valva pulmonar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;2;-;5
"I40   Miocardite aguda";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
