 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Fem
Período:2015
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"A04   Outr infecc intestinais bacter";-;-;2;-;-;-;-;-;-;-;1;2;-;1;-;3;2;2;3;19;-;35
"A05   Outr intox alimentares bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"A06   Amebiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;2;-;6
"A07   Outr doenc intestinais p/protozoarios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
"A08   Infecc intestinais virais outr e as NE";-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;3;2;-;9
"A09   Diarreia e gastroenterite orig infecc presum";-;-;16;6;3;2;-;2;1;2;2;2;3;7;12;14;26;31;51;189;-;369
"A15   Tuberc respirat c/conf bacteriol e histolog";-;-;-;-;-;1;-;-;-;-;3;3;-;1;3;3;2;-;1;2;-;19
"A16   Tuberc vias respirat s/conf bacter histol";-;-;-;-;-;-;4;9;3;13;12;10;19;7;14;9;12;11;8;13;-;144
"A17   Tuberc do sist nervoso";-;-;-;-;-;-;-;1;-;1;-;1;1;-;1;-;-;-;-;-;-;5
"A18   Tuberc de outr orgaos";-;-;-;-;-;-;1;2;-;-;-;-;1;-;2;-;-;-;1;3;-;10
"A19   Tuberc miliar";-;-;-;-;-;1;-;-;2;-;2;-;1;3;2;2;1;1;1;2;-;18
"A26   Erisipeloide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"A27   Leptospirose";-;-;-;1;-;-;-;2;1;-;-;-;1;1;2;1;-;1;1;-;-;11
"A30   Hanseniase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A31   Infecc dev outr micobacterias";-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;2;4;2;2;6;-;19
"A32   Listeriose";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2
"A35   Outr tipos de tetano";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;-;-;4
"A37   Coqueluche";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"A39   Infecc meningogocica";-;-;3;5;2;4;2;2;1;1;2;2;2;-;2;1;-;-;1;-;-;30
"A40   Septicemia estreptococica";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;3;1;-;8;-;14
"A41   Outr septicemias";-;-;45;7;4;7;4;9;11;9;23;31;30;66;79;99;141;150;244;659;-;1618
"A42   Actinomicose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"A44   Bartonelose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"A46   Erisipela";-;-;-;-;1;-;-;-;1;1;1;1;3;1;10;18;26;22;28;130;-;243
"A48   Outr doenc bacter NCOP";1;1;-;-;-;-;-;-;-;-;1;-;1;1;-;2;1;3;6;19;-;36
"A49   Infecc bacter de localiz NE";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;4;-;2;8;-;17
"A50   Sifilis congen";3;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"A52   Sifilis tard";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2
"A56   Outr infecc p/clamidias transm p/via sexual";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"A63   Outr doenc de transm predom sexual NCOP";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"A69   Outr infecc p/espiroquetas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;-;4
"A77   Febre maculosa";-;-;-;-;1;2;-;1;-;1;-;-;1;-;1;-;-;-;-;-;-;7
"A81   Infecc p/virus atipicos sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;1;-;-;-;6
"A85   Outr encefalites virais NCOP";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"A86   Encefalite viral NE";-;-;-;-;-;-;-;1;1;1;-;2;-;3;-;-;2;3;2;2;-;17
"A87   Meningite viral";-;-;-;1;-;-;-;-;-;-;-;-;-;3;1;-;-;1;-;1;-;7
"A90   Dengue";-;-;-;-;-;2;4;3;7;3;4;9;9;9;8;14;10;12;15;40;-;149
"A91   Febre hemorragica dev virus do dengue";-;-;-;-;-;-;3;2;-;1;6;3;3;3;9;5;2;7;7;11;-;62
"A96   Febre hemorragica p/arenavirus";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2
"A98   Outr febres hemorragicas p/virus NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"A99   Febres hemorragicas virais NE";-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;-;4
"B00   Infecc p/virus do herpes";-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;1;3;1;5;-;13
"B01   Varicela";-;-;2;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;2;-;8
"B02   Herpes zoster";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;13;-;18
"B06   Rubeola";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"B09   Inf viral NE caract p/lesoes pele membr muco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"B16   Hepatite aguda B";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3;2;-;2;-;9
"B17   Outr hepatites virais agudas";-;-;-;-;-;-;-;-;-;-;-;2;2;2;6;4;2;1;2;1;-;22
