 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Sexo: Masc
Período:2017
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"A09   Diarreia e gastroenterite orig infecc presum";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;5
"A16   Tuberc vias respirat s/conf bacter histol";-;-;-;-;-;-;-;-;-;1;-;1;1;2;2;2;1;-;1;1;-;12
"A19   Tuberc miliar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"A31   Infecc dev outr micobacterias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"A37   Coqueluche";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"A41   Outr septicemias";-;-;-;-;-;-;-;-;-;-;1;-;4;2;3;-;4;2;5;5;-;26
"A43   Nocardiose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"A46   Erisipela";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"A48   Outr doenc bacter NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"A81   Infecc p/virus atipicos sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"A87   Meningite viral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"B16   Hepatite aguda B";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;2
"B18   Hepatite viral cronica";-;-;-;-;-;-;-;-;-;-;-;1;1;7;2;4;2;1;-;2;-;20
"B19   Hepatite viral NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"B20   Doenc p/HIV result doenc infecc e parasit";-;-;1;-;-;-;-;-;3;3;3;2;2;5;4;2;3;-;-;-;-;28
"B21   Doenc p/HIV result em neopl malig";-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"B22   Doenc p/HIV result em outr doenc espec";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;1;-;5
"B24   Doenc p/HIV NE";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;3
"B39   Histoplasmose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"B41   Paracoccidioidomicose";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;2
"B44   Aspergilose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
"B57   Doenc de Chagas";-;-;-;-;-;-;-;-;-;-;-;2;1;1;1;2;1;3;2;3;-;16
"B65   Esquistossomose";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"B87   Miiase";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"B99   Doenc infecc outr e as NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"C01   Neopl malig da base da lingua";-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;-;-;-;-;-;4
"C02   Neopl malig outr partes e NE da lingua";-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;2;-;-;2;-;-;7
"C04   Neopl malig do assoalho da boca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"C05   Neopl malig do palato";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;3
"C06   Neopl malig outr partes e partes NE da boca";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;-;4
