Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5)
Sexo: Feminino
Período:2017
"Causa (CID10 3C)";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85-89";"90-94";"95-99";"100e+";"Total"
"A04   Outr infecc intestinais bacter";0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2
"A09   Diarreia e gastroenterite orig infecc presum";0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;4;2;2;1;0;12
"A31   Infecc dev outr micobacterias";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
"A39   Infecc meningogocica";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"A41   Outr septicemias";0;1;0;0;0;1;0;0;1;0;3;0;1;3;4;4;6;10;3;2;0;39
"A46   Erisipela";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;0;2;1;8
"A48   Outr doenc bacter NCOP";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;4
"A49   Infecc bacter de localiz NE";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2
"A86   Encefalite viral NE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"B00   Infecc p/virus do herpes";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"B02   Herpes zoster";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"B16   Hepatite aguda B";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"B18   Hepatite viral cronica";0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;5
"B20   Doenc p/HIV result doenc infecc e parasit";0;0;0;0;0;0;0;1;2;3;0;1;0;2;0;0;0;0;0;0;0;9
"B21   Doenc p/HIV result em neopl malig";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"B22   Doenc p/HIV result em outr doenc espec";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3
"B24   Doenc p/HIV NE";0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2
